Factor	Value	Class	Observed	Expected	Ratio	P-value	AdjP
Strain	LP/J	PAM_0000253x555	52	9.452565769152175	5.5011518850996595	3.144675443728375e-17	1.4327141321626476e-13
Sex	M	MA:0000401	114	54.99714383040944	2.0728349157827766	3.308715675704272e-17	1.5074508618508664e-13
Strain	129S1/SvImJ	MPATH:591	50	29.830151418531536	1.6761564263779851	3.407135671079044e-17	1.5522910117436122e-13
Both	129S1/SvImJ_F	MPATH:738	36	11.089282150350478	3.246377854932857	3.6553791172708085e-17	1.6653907258285803e-13
Both	RIIIS/J_F	MPATH:760	18	2.3228065523655035	7.7492462648984395	3.937228561240643e-17	1.793801332501237e-13
Strain	KK/HlJ	MPATH:181	90	33.76165518590469	2.665746081002999	4.7518512591347754e-17	2.1649434336618037e-13
Strain	NOD.B10Sn-H2<b>/J	MA:0000124	70	21.366381094672384	3.276174832314219	5.267986607739287e-17	2.4000946984860193e-13
Both	SWR/J_F	PAM_0000154x697	12	0.46505592300793835	25.803348385254658	5.56518274669354e-17	2.5354972593935765e-13
Both	129S1/SvImJ_M	MPATH:608	30	4.295658225829755	6.983795828916338	6.65414647062196e-17	3.0316291320153646e-13
Both	SWR/J_M	PAM_0000415x585	30	2.308395707030176	12.99603872448539	6.744392640441772e-17	3.072745286985271e-13
Both	SWR/J_M	MPATH:585	30	2.308395707030176	12.99603872448539	6.744392640441772e-17	3.072745286985271e-13
Both	129S1/SvImJ_M	MPATH:270	58	11.993358983630257	4.836009668280941	7.999824038896348e-17	3.644719832121176e-13
Strain	A/J	PAM_0000072x811	24	3.685202587568286	6.512532060235151	8.63174197442952e-17	3.9326216435500894e-13
Both	RIIIS/J_F	MA:0001247	54	24.989907578767312	2.1608723373543457	9.513622268234056e-17	4.334406305407436e-13
Both	C57L/J_M	MA:0002417	46	11.724262785813064	3.9234876290611864	1.4411396178977646e-16	6.565832099142215e-13
Strain	C57BL/10J	MA:0000285	30	5.976290087722414	5.019836647761037	1.710750221927595e-16	7.794178011102123e-13
Strain	C57BL/10J	PAM_0000285x34	30	5.902702702702703	5.082417582417582	1.710750221927595e-16	7.794178011102123e-13
Both	SJL/J_F	MPATH:644	28	8.078516160088922	3.4659830400948035	1.765265169042115e-16	8.042548110155876e-13
Both	PWD/PhJ_F	MPATH:760	20	2.061421602841802	9.702042499423076	1.7931582889979299e-16	8.169629164674568e-13
Both	RIIIS/J_M	PAM_0000358x743	28	3.382791973239495	8.27718648427148	1.9957760727858717e-16	9.092755787612432e-13
Both	RIIIS/J_M	MPATH:743	28	3.382791973239495	8.27718648427148	1.9957760727858717e-16	9.092755787612432e-13
Strain	MRL/MpJ	MA:0000120	57	11.064937686724575	5.151407230100095	2.005409867665707e-16	9.136647357084961e-13
Strain	129S1/SvImJ	PAM_0001613x644	26	2.590288388264657	10.037492395747677	2.1358268430409787e-16	9.7308270968947e-13
Both	KK/HlJ_M	MPATH:755	8	0.1009009009009009	79.28571428571429	2.1554202064854373e-16	9.820094460747653e-13
Both	KK/HlJ_M	PAM_0000415x755	8	0.1009009009009009	79.28571428571429	2.1554202064854373e-16	9.820094460747653e-13
Both	A/J_M	PAM_0000165x591	36	12.188330349376288	2.953644918382297	2.2253597947096014e-16	1.0138739224696943e-12
Strain	KK/HlJ	PAM_0000412x555	12	0.4955970807602855	24.21321768399249	3.0264498230637943e-16	1.3788505393878647e-12
Both	C57BL/6J_F	PAM_0000154x783	10	0.23653088042049936	42.27777777777778	3.2539484126727676e-16	1.482498896813713e-12
Both	C57BL/6J_F	MPATH:783	10	0.23653088042049936	42.27777777777778	3.2539484126727676e-16	1.482498896813713e-12
Strain	C57L/J	PAM_0000253x213	22	9.208827681524468	2.389012017690185	3.2924904999484923e-16	1.5000586717765331e-12
Both	BTBR T<+> tf/J_F	MA:0001551	20	1.3970562544826457	14.315815798989675	3.3156296904166807e-16	1.5106008869538398e-12
Both	PWD/PhJ_F	MA:0000129	54	21.70510482641717	2.4878939969125087	3.4193459032149467e-16	1.5578539935047298e-12
Both	MRL/MpJ_M	PAM_0000124x214	40	11.752097527755826	3.403647723781133	5.452336224091668e-16	2.484084383696164e-12
Strain	A/J	MPATH:14	146	84.71134036271307	1.7235000576648178	5.927093371311965e-16	2.7003837399697315e-12
Both	129S1/SvImJ_M	PAM_0001247x270	32	3.4499852406636	9.2754019996459	6.387636380526117e-16	2.910207134967699e-12
Both	CBA/J_M	PAM_0000358x353	24	2.31223745532811	10.379556798847187	6.45596818036094e-16	2.941339102972444e-12
Both	CBA/J_M	MPATH:353	24	2.31223745532811	10.379556798847187	6.45596818036094e-16	2.941339102972444e-12
Both	129S1/SvImJ_F	MPATH:585	32	3.24623570528498	9.857571324196494	7.292460755133211e-16	3.3224451200386913e-12
Both	129S1/SvImJ_F	PAM_0000415x585	32	3.24623570528498	9.857571324196494	7.292460755133211e-16	3.3224451200386913e-12
Both	MRL/MpJ_F	PAM_0000116x696	54	22.354313300577196	2.415641190758729	7.642471109490593e-16	3.481909837483914e-12
Both	MRL/MpJ_F	MPATH:696	54	22.354313300577196	2.415641190758729	7.642471109490593e-16	3.481909837483914e-12
Strain	C57BLKS/J	PAM_0000349x667	60	20.39660237722447	2.9416664055283057	8.450705474390626e-16	3.8501414141323694e-12
Sex	F	MPATH:760	110	60.57438868894201	1.8159489906677464	9.000415213667331e-16	4.100589171346836e-12
Both	MRL/MpJ_F	MPATH:613	50	19.506976815423844	2.563185493739134	9.287471817337507e-16	4.231372159978968e-12
Both	129S1/SvImJ_M	PAM_0002417x591	26	10.440895997632605	2.490207737525142	9.526885542385895e-16	4.340449053111014e-12
Both	C57BL/10J_M	MA:0001876	36	5.925299835137352	6.075641908704439	1.0202650680921212e-15	4.648327650227704e-12
Strain	C57BLKS/J	MA:0000349	74	24.0552459016451	3.0762520700293177	1.1025085638964472e-15	5.023029017112214e-12
Both	129S1/SvImJ_F	MA:0001459	30	6.757574918957139	4.439462434347638	1.2491788265778091e-15	5.691258733888498e-12
Strain	KK/HlJ	MA:0000412	12	0.7000928487493486	17.14058359749981	1.9985145217734936e-15	9.105232161200037e-12
Both	C57BL/6J_F	MA:0001876	18	5.974648297291079	3.0127296376861623	2.176563956750549e-15	9.916425386955502e-12
Both	SWR/J_F	MPATH:697	12	0.6923955816908631	17.331133122911364	2.485654631282782e-15	1.1324642500124356e-11
Strain	NOD.B10Sn-H2<b>/J	PAM_0000110x800	18	4.209251116224215	4.276295118297996	3.967274148068135e-15	1.8074901018598423e-11
Strain	RIIIS/J	MA:0001247	86	45.889455967312294	1.8740688506148124	4.0280240452803505e-15	1.8351677550297278e-11
Both	MRL/MpJ_F	MA:0000129	78	35.92318654687629	2.1712995838556117	4.1345447225287996e-15	1.883698575584121e-11
Strain	C3H/HeJ	MA:0000118	46	6.060280270366172	7.590408025340486	4.5365891503585696e-15	2.0668700169033645e-11
Strain	PWD/PhJ	MPATH:637	20	2.4036036036036035	8.320839580209896	4.589271171053312e-15	2.090871945531889e-11
Strain	PWD/PhJ	PAM_0000384x637	20	2.4036036036036035	8.320839580209896	4.589271171053312e-15	2.090871945531889e-11
Both	129S1/SvImJ_M	MPATH:591	28	16.274168927112694	1.7205179647208972	4.8240272488912324e-15	2.1978268145948455e-11
Both	C57L/J_M	MPATH:591	46	13.686589062381495	3.3609542735840643	4.8240272488912324e-15	2.1978268145948455e-11
Strain	KK/HlJ	PAM_0001296x474	12	0.5625114541619063	21.332898932483015	5.364131892172541e-15	2.4438984900738098e-11
Strain	NOD.B10Sn-H2<b>/J	PAM_0000124x214	68	18.878497060796626	3.6019816503936553	6.364673722264845e-15	2.8997453478638636e-11
Both	KK/HlJ_F	MA:0001296	12	0.6854589359711076	17.50651916587722	6.4227068974685765e-15	2.9261852624866834e-11
Both	MRL/MpJ_F	PAM_0000124x181	16	1.4759242817061478	10.8406645234566	6.6831223466108e-15	3.044830541115881e-11
Both	PWD/PhJ_M	MPATH:44	14	1.5535459345220826	9.011642133585719	6.728803995620499e-15	3.0656431004046996e-11
Both	RIIIS/J_M	MPATH:268	10	0.3027027027027027	33.035714285714285	7.482394884432361e-15	3.4089791093473837e-11
Both	WSB/EiJ_F	PAM_0001459x590	32	4.671615503953089	6.849878799512036	7.648401588337242e-15	3.4846117636464476e-11
Both	MRL/MpJ_F	PAM_0000124x214	62	14.443342994788267	4.292635023787226	9.98995985559735e-15	4.551425710210152e-11
Both	WSB/EiJ_F	MPATH:590	32	4.768698937535039	6.710425719712333	1.2497952540029568e-14	5.694067177237471e-11
Sex	F	PAM_0000377x474	118	71.87803047687987	1.6416699124491958	1.384644534570626e-14	6.308440499503772e-11
Both	MRL/MpJ_M	PAM_0000124x134	21	2.306253163561796	9.105678566340666	1.8244726113119218e-14	8.312297217137116e-11
Both	MRL/MpJ_M	PAM_0000127x214	16	1.9362986830203557	8.263187978335157	2.1395647739525213e-14	9.747857110127687e-11
Strain	NZO/H1LtJ	PAM_0002417x591	36	9.22998644698423	3.9003307541976406	2.209699234894053e-14	1.0067389714177305e-10
Both	MRL/MpJ_M	MA:0001247	52	20.20605251878799	2.5734863329514446	2.3794599235565987e-14	1.0840819411723864e-10
Both	129S1/SvImJ_M	MA:0001247	74	28.39423120192216	2.6061631841256028	2.3794599235565987e-14	1.0840819411723864e-10
Strain	C57L/J	PAM_0000179x555	18	1.9855855855855855	9.065335753176043	2.5003523238034017e-14	1.1391605187248299e-10
Strain	C57L/J	MA:0000179	18	1.9855855855855855	9.065335753176043	2.5003523238034017e-14	1.1391605187248299e-10
Both	C57L/J_M	PAM_0000253x141	8	0.15768725361366623	50.733333333333334	2.5043805512150597e-14	1.1409957791335812e-10
Both	129S1/SvImJ_F	PAM_0001613x644	14	1.1986970051035373	11.679348442845866	2.5145823710679204e-14	1.1456437282585445e-10
Strain	NOD.B10Sn-H2<b>/J	MPATH:800	18	4.270512377485476	4.214950902589023	2.5929521199087446e-14	1.181348985830424e-10
Strain	SWR/J	PAM_0000154x697	12	0.7519936380462706	15.957581810368497	2.951497086605943e-14	1.3447020726576677e-10
Both	MRL/MpJ_F	MA:0000116	54	25.22524787623108	2.1407123634603575	3.2582770389318626e-14	1.4844710189373566e-10
Strain	FVB/NJ	MA:0000276	28	8.363496527015558	3.347882062191943	3.6652780654975904e-14	1.669900686640702e-10
Both	WSB/EiJ_M	MPATH:14	48	15.324607792107606	3.132217192842005	3.739011760542534e-14	1.7034937581031786e-10
Strain	FVB/NJ	PAM_0000116x43	26	3.7824222363182107	6.873902059466597	3.851145080717214e-14	1.7545816987747627e-10
Sex	F	MPATH:759	96	51.65231065728069	1.858580938168896	3.9206429844379683e-14	1.7862449437099384e-10
Sex	F	PAM_0000145x759	96	51.65231065728069	1.858580938168896	3.9206429844379683e-14	1.7862449437099384e-10
Strain	CBA/J	MPATH:793	14	1.761857848989805	7.946157522314964	4.6409378632473926e-14	2.1144112904955122e-10
Strain	CBA/J	PAM_0000141x793	14	1.761857848989805	7.946157522314964	4.6409378632473926e-14	2.1144112904955122e-10
Both	KK/HlJ_F	PAM_0000284x213	14	1.982470414511359	7.061896055306698	5.0150581165646486e-14	2.2848604779068538e-10
Both	KK/HlJ_M	PAM_0000368x492	48	16.750554920579436	2.8655767064187256	5.152035006595019e-14	2.3472671490046905e-10
Both	KK/HlJ_M	MPATH:492	48	16.77578014580466	2.8612678267605927	5.152035006595019e-14	2.3472671490046905e-10
Strain	RIIIS/J	PAM_0001324x268	10	0.46846846846846846	21.346153846153847	6.317112644289543e-14	2.878076520738316e-10
Strain	KK/HlJ	PAM_0000129x820	10	0.43623920656561604	22.9232032552211	6.58653140132905e-14	3.000823706445515e-10
Strain	KK/HlJ	MPATH:820	10	0.43623920656561604	22.9232032552211	6.58653140132905e-14	3.000823706445515e-10
Strain	C57L/J	MPATH:555	70	24.327224987965774	2.8774346451199304	6.790516518583142e-14	3.09375932586648e-10
Both	MRL/MpJ_F	PAM_0000120x214	30	3.3184918519083704	9.040251216150448	7.102771879562463e-14	3.236022868328658e-10
Both	C57L/J_M	PAM_0000253x181	16	1.4247358609228242	11.230151804866162	7.367793763727437e-14	3.3567668387542205e-10
Sex	M	PAM_0000401x474	88	43.32746662445598	2.031044204886164	7.488991367057161e-14	3.4119844668312423e-10
Strain	C57L/J	PAM_0000253x181	22	2.7451917742422585	8.01401206517623	7.77413787004446e-14	3.541897213592256e-10
Strain	KK/HlJ	PAM_0000116x43	24	4.14098984841244	5.795715729465274	8.105865227575706e-14	3.6930321976834913e-10
Both	NON/ShiLtJ_F	PAM_0001247x613	34	11.257365780056134	3.0202447592344703	8.114385306311756e-14	3.696913945555636e-10
Both	NON/ShiLtJ_F	MPATH:613	34	11.631253020412217	2.923158832529208	8.114385306311756e-14	3.696913945555636e-10
Strain	NON/ShiLtJ	PAM_0002703x213	22	1.3663962140782817	16.100747186891436	8.459138983455436e-14	3.8539837208622965e-10
Strain	SM/J	PAM_0000368x492	88	42.39422778740949	2.07575428525991	8.542759128130495e-14	3.8920810587762537e-10
Strain	LP/J	PAM_0000347x662	16	2.0042435647765195	7.983061680322301	8.895796569959286e-14	4.052924917273451e-10
Strain	129S1/SvImJ	MA:0001247	106	47.6357262849361	2.225220612066547	9.131848920708285e-14	4.1604703682746945e-10
Strain	C3H/HeJ	MA:0000253	54	20.24635318278775	2.667146992472086	9.289641056247077e-14	4.2323604652261683e-10
Strain	MRL/MpJ	MPATH:214	130	90.79558313816689	1.4317877093445652	9.582861577462323e-14	4.365951734691834e-10
Strain	SM/J	MPATH:492	88	42.48071427389598	2.071528257096073	1.0256596163212941e-13	4.672905211959817e-10
Strain	BTBR T<+> tf/J	MPATH:493	20	3.0306876515870615	6.599162401155633	1.0769455389233732e-13	4.906563875334888e-10
Strain	BTBR T<+> tf/J	PAM_0000368x493	20	3.0306876515870615	6.599162401155633	1.0769455389233732e-13	4.906563875334888e-10
Both	KK/HlJ_F	MPATH:738	30	9.34729076643535	3.209486122730372	1.2746119235793798e-13	5.807131923827654e-10
Strain	C3H/HeJ	MA:0000276	34	11.056954415588416	3.074987806051349	1.3013976153522125e-13	5.92916753554468e-10
Both	129S1/SvImJ_M	PAM_0000358x743	22	3.876881314806581	5.6746643019422915	1.3020936045897369e-13	5.932338462510841e-10
Both	129S1/SvImJ_M	MPATH:743	22	3.876881314806581	5.6746643019422915	1.3020936045897369e-13	5.932338462510841e-10
Both	C57BR/cdJ_M	PAM_0000253x555	20	4.76173709748929	4.200147885221416	1.3149684714021826e-13	5.990996355708344e-10
Both	129S1/SvImJ_M	MA:0002417	26	13.30102649314057	1.9547363516198075	1.3560751873811468e-13	6.178278553708505e-10
Strain	SWR/J	MA:0000415	66	18.749143742447103	3.5201607554258265	1.4784232646290903e-13	6.735696393650136e-10
Both	LP/J_F	MPATH:738	34	10.721329628095283	3.17124845326114	1.6149585217240757e-13	7.357751024974889e-10
Strain	A/J	PAM_0000072x181	24	4.833158852438498	4.965696500517702	1.8056753288381322e-13	8.226656798186531e-10
Strain	KK/HlJ	MPATH:755	8	0.2018018018018018	39.642857142857146	2.2308599137124272e-13	1.0163797766873817e-09
Strain	KK/HlJ	PAM_0000415x755	8	0.2018018018018018	39.642857142857146	2.2308599137124272e-13	1.0163797766873817e-09
Both	A/J_F	PAM_0000072x811	18	2.4047462147650482	7.485197352419436	2.271010053224451e-13	1.0346721802490598e-09
Strain	NZO/H1LtJ	MPATH:591	40	12.975121221347294	3.082822835920028	2.3788801340832986e-13	1.0838177890883508e-09
Strain	LP/J	MPATH:662	16	2.233796951788662	7.162692198674711	2.486097865429372e-13	1.132666187489622e-09
Both	NOD.B10Sn-H2<b>/J_F	PAM_0001247x474	16	7.662941777605835	2.087970973074383	2.64569307815931e-13	1.2053777664093817e-09
Both	C57BR/cdJ_F	MA:0000176	12	0.8322078755313177	14.41947421170303	2.876346057312805e-13	1.310463263711714e-09
Both	C57BR/cdJ_F	PAM_0000176x270	12	0.7728606945224157	15.52673086501743	2.876346057312805e-13	1.310463263711714e-09
Both	C57BL/10J_F	PAM_0001876x127	18	1.0209359158149796	17.630881352265085	2.916940705242881e-13	1.3289581853086565e-09
Both	129S1/SvImJ_M	PAM_0001247x613	38	12.357076456313365	3.075161032979236	2.9675995751397076e-13	1.352038366433651e-09
Both	129S1/SvImJ_M	MPATH:613	38	12.77250672337568	2.9751403403416554	2.9675995751397076e-13	1.352038366433651e-09
Both	C57BLKS/J_M	MPATH:789	8	0.21621621621621623	37.0	3.150727475535408e-13	1.4354714378539318e-09
Strain	C3H/HeJ	PAM_0000116x696	70	27.55109156033288	2.5407341791416935	3.3225084036128943e-13	1.5137348286860347e-09
Strain	C3H/HeJ	MPATH:696	70	27.55109156033288	2.5407341791416935	3.3225084036128943e-13	1.5137348286860347e-09
Both	BALB/cByJ_M	PAM_0000358x743	16	2.6608281731861902	6.013165435196408	3.493235340370127e-13	1.5915180210726299e-09
Both	BALB/cByJ_M	MPATH:743	16	2.6608281731861902	6.013165435196408	3.493235340370127e-13	1.5915180210726299e-09
Both	KK/HlJ_F	MA:0000284	25	4.1008386062602735	6.096314047042819	3.553332511357328e-13	1.6188982921743986e-09
Strain	BUB/BnJ	MA:0002784	18	2.448531332738042	7.351345583914463	3.718554186847674e-13	1.6941732875278003e-09
Both	C3H/HeJ_M	MPATH:270	42	7.79961777832766	5.384879258660974	4.194158036090574e-13	1.9108584012428654e-09
Strain	MRL/MpJ	PAM_0000129x594	40	13.427280206818297	2.9790098503856517	4.905050085549193e-13	2.2347408189762126e-09
Both	DBA/2J_M	MPATH:181	44	14.304143922130564	3.0760316898046365	5.322836173727061e-13	2.425084160750049e-09
Strain	SWR/J	MA:0000276	22	7.446419941428461	2.9544398748722327	5.81974639180227e-13	2.651476456105114e-09
Both	BALB/cByJ_F	MA:0000141	32	10.40154226371019	3.0764668535400173	6.185061622923651e-13	2.8179140754040156e-09
Strain	PL/J	MA:0001420	10	0.497316786717349	20.107907609568628	6.284521904800765e-13	2.863228179827229e-09
Strain	MRL/MpJ	PAM_0000384x736	50	17.619697354037225	2.837733191174446	6.560314364640324e-13	2.9888792245301315e-09
Strain	MRL/MpJ	MPATH:736	50	17.677355011694882	2.828477448516551	6.560314364640324e-13	2.9888792245301315e-09
Strain	SJL/J	PAM_0002434x516	24	6.055891675098573	3.9630827775018522	6.606708437741369e-13	3.0100163642349677e-09
Strain	SJL/J	PAM_0002434x513	24	6.055891675098573	3.9630827775018522	6.606708437741369e-13	3.0100163642349677e-09
Strain	SJL/J	MPATH:513	26	6.242835295276614	4.164774300496417	6.606708437741369e-13	3.0100163642349677e-09
Strain	SJL/J	MPATH:516	24	6.118206215157921	3.92271838444081	6.606708437741369e-13	3.0100163642349677e-09
Strain	LP/J	MPATH:215	34	11.262143413958338	3.0189635090119955	7.013804397643042e-13	3.19548928356617e-09
Both	P/J_M	PAM_0001613x491	6	0.06486486486486487	92.5	7.210662226592844e-13	3.2851777104356996e-09
Strain	PWD/PhJ	MPATH:353	26	4.523302352251455	5.748012840012477	7.544501177619452e-13	3.4372747365234224e-09
Strain	PWD/PhJ	PAM_0000358x353	26	4.523302352251455	5.748012840012477	7.544501177619452e-13	3.4372747365234224e-09
Both	SM/J_F	PAM_0000141x337	8	0.22193707060175905	36.046253914719344	7.572169744584028e-13	3.4498805356324835e-09
Both	SM/J_F	MPATH:337	8	0.22193707060175905	36.046253914719344	7.572169744584028e-13	3.4498805356324835e-09
Strain	129S1/SvImJ	PAM_0001247x474	62	21.749708816190918	2.850612875968526	7.814635023806524e-13	3.5603477168462525e-09
Strain	129S1/SvImJ	PAM_0001613x270	30	3.5669881261727063	8.410456928599112	7.814635023806524e-13	3.5603477168462525e-09
Strain	C57BL/6J	MPATH:783	10	0.4730617608409987	21.13888888888889	7.869891758201529e-13	3.5855226850366165e-09
Strain	C57BL/6J	PAM_0000154x783	10	0.4730617608409987	21.13888888888889	7.869891758201529e-13	3.5855226850366165e-09
Strain	MRL/MpJ	MA:0000129	108	55.48054362554571	1.9466283663138442	8.473520500150285e-13	3.86053593986847e-09
Both	C57BL/6J_F	PAM_0001876x181	16	4.609473860482801	3.4711119933163355	8.830227069561818e-13	4.023051452892364e-09
Both	KK/HlJ_F	MPATH:181	52	18.190587565218834	2.858621240988729	9.322070047871717e-13	4.247135113810354e-09
Both	WSB/EiJ_F	MA:0001459	32	5.749195711891992	5.565995941625229	9.429540968078027e-13	4.296098865056349e-09
Strain	SWR/J	PAM_0000276x14	20	4.963959249688241	4.029041938903123	9.761208274489364e-13	4.447206489857354e-09
Strain	CBA/J	PAM_0000276x14	24	6.870704229537874	3.4930917120288045	1.0352762603353664e-12	4.716718642087929e-09
Both	BTBR T<+> tf/J_F	MPATH:738	34	8.983388796330537	3.7847632748443494	1.0824182426910983e-12	4.931497513700644e-09
Strain	MRL/MpJ	MPATH:594	40	13.655926724558114	2.929131124295363	1.0934149983021606e-12	4.981598732264644e-09
Both	C57L/J_F	MA:0000394	12	0.47924877348913353	25.039187711707495	1.0980400737288585e-12	5.002670575908679e-09
Both	C57L/J_M	MPATH:141	8	0.3484604183684341	22.9581311916507	1.0980400737288585e-12	5.002670575908679e-09
Strain	BUB/BnJ	PAM_0002784x134	14	1.166292984788873	12.003844816518669	1.110114899795237e-12	5.0576834834671e-09
Both	SJL/J_F	PAM_0000134x181	8	0.24178712220762155	33.08695652173913	1.1164931501083599e-12	5.086742791893687e-09
Both	SJL/J_F	MPATH:530	8	0.31893845751919425	25.083209037337703	1.1164931501083599e-12	5.086742791893687e-09
Strain	PL/J	PAM_0001420x842	8	0.24178712220762155	33.08695652173913	1.1164931501083599e-12	5.086742791893687e-09
Strain	PL/J	MPATH:842	8	0.24178712220762155	33.08695652173913	1.1164931501083599e-12	5.086742791893687e-09
Both	SJL/J_F	PAM_0000139x530	8	0.31893845751919425	25.083209037337703	1.1164931501083599e-12	5.086742791893687e-09
Both	AKR/J_M	MA:0002434	18	2.138136217767501	8.418546886967938	1.1298689654035622e-12	5.1476830063786295e-09
Both	C57L/J_F	MPATH:270	22	7.827186876805332	2.8107160779811746	1.1943326232612364e-12	5.441379431578193e-09
Strain	SWR/J	MPATH:697	12	1.148769832232557	10.445956764619076	1.2510698221337597e-12	5.69987410964141e-09
Both	SWR/J_F	MPATH:585	30	2.5582028450267567	11.72698250192362	1.49905892533056e-12	6.8297124638060315e-09
Both	SWR/J_F	PAM_0000415x585	30	2.5582028450267567	11.72698250192362	1.49905892533056e-12	6.8297124638060315e-09
Both	NON/ShiLtJ_M	PAM_0000368x647	42	21.256010190423368	1.9759117361979146	1.52185534305709e-12	6.933572942968102e-09
Both	NON/ShiLtJ_M	MPATH:647	42	21.256010190423368	1.9759117361979146	1.52185534305709e-12	6.933572942968102e-09
Sex	M	PAM_0000118x270	82	47.19386152120684	1.737514103675386	1.6098601723572012e-12	7.334522945259409e-09
Both	CBA/J_M	PAM_0000216x14	14	1.075369360165642	13.018782679323822	1.787541964752782e-12	8.144041191413675e-09
Strain	A/J	MA:0000072	26	6.839796454295571	3.801282709761242	2.0275945258505602e-12	9.237720659775153e-09
Both	NON/ShiLtJ_F	PAM_0001247x474	28	12.233359360210255	2.288823468316618	2.169937492057195e-12	9.88623521381258e-09
Strain	NZO/H1LtJ	PAM_0000165x591	20	3.870070134863063	5.167865000644923	2.230670280933949e-12	1.0162933799935071e-08
Strain	129S1/SvImJ	PAM_0000415x585	46	8.061386319544217	5.7062145611948285	2.2317353276162875e-12	1.0167786152619806e-08
Strain	129S1/SvImJ	MPATH:585	46	8.061386319544217	5.7062145611948285	2.2317353276162875e-12	1.0167786152619806e-08
Strain	SJL/J	PAM_0000358x595	8	0.6366993297121935	12.564800411547836	2.297224805413698e-12	1.0466156213464809e-08
Strain	SJL/J	PAM_0000139x530	10	0.3874411694748048	25.810370161631205	2.297224805413698e-12	1.0466156213464809e-08
Strain	SJL/J	MPATH:595	8	0.7613284098308879	10.507948865033187	2.297224805413698e-12	1.0466156213464809e-08
Strain	SJL/J	MPATH:530	10	0.3874411694748048	25.810370161631205	2.297224805413698e-12	1.0466156213464809e-08
Strain	SJL/J	PAM_0000134x181	8	0.2628120893561104	30.439999999999998	2.297224805413698e-12	1.0466156213464809e-08
Both	CBA/J_M	MPATH:608	18	3.272199715829642	5.500886731614496	2.4272828596385736e-12	1.1058700708513342e-08
Both	129S1/SvImJ_M	MPATH:666	26	7.837329876385157	3.3174563799261803	2.4744927403377237e-12	1.1273788924978669e-08
Both	129S1/SvImJ_M	PAM_0000350x666	26	7.482533555754408	3.474758890991517	2.4744927403377237e-12	1.1273788924978669e-08
Strain	KK/HlJ	PAM_0000127x47	78	64.61799947866444	1.2070940083150365	2.8630350435519707e-12	1.3043987658422778e-08
Strain	KK/HlJ	MPATH:47	78	64.61799947866444	1.2070940083150365	2.8630350435519707e-12	1.3043987658422778e-08
Strain	NZO/H1LtJ	MA:0002417	40	11.138760068904304	3.591063974137178	2.87124941252343e-12	1.3081412323456747e-08
Strain	C57BR/cdJ	MA:0000253	52	20.983482112292013	2.4781396968208	2.970008172297523e-12	1.3531357232987515e-08
Strain	KK/HlJ	MA:0000415	70	20.99046534480711	3.334847458125434	2.987421272263299e-12	1.361069131643159e-08
Both	MRL/MpJ_F	PAM_0000368x725	28	8.223488200803697	3.4048811546009765	3.559142627118532e-12	1.621545380915203e-08
Both	MRL/MpJ_F	MPATH:725	28	8.223488200803697	3.4048811546009765	3.559142627118532e-12	1.621545380915203e-08
Strain	129S1/SvImJ	PAM_0001247x270	38	5.505728761862929	6.9019019358923615	3.6035390299638592e-12	1.6417723820515343e-08
Strain	KK/HlJ	MA:0000368	104	70.71912714785323	1.47060638605686	3.739866226206822e-12	1.7038830526598282e-08
Strain	129S1/SvImJ	PAM_0000403x608	28	5.805284141025415	4.823191995397185	3.961584045825184e-12	1.804897691277954e-08
Both	KK/HlJ_M	PAM_0001876x811	24	3.6685533477017667	6.542088318011034	4.131336184980831e-12	1.8822367658772668e-08
Both	C3H/HeJ_F	PAM_0000253x213	30	6.199494883974543	4.839103920796653	4.319509779647419e-12	1.967968655607364e-08
Both	LP/J_F	PAM_0001459x590	24	5.363234192676945	4.474911804666301	4.376143974781388e-12	1.9937711949104004e-08
Both	AKR/J_M	MA:0001038	6	0.07884362680683311	76.1	4.534649034127257e-12	2.0659860999483783e-08
Both	AKR/J_M	PAM_0001038x554	6	0.07884362680683311	76.1	4.534649034127257e-12	2.0659860999483783e-08
Strain	KK/HlJ	MA:0001296	12	1.2385759978658593	9.688545572235148	4.823150752488317e-12	2.1974274828336773e-08
Strain	NOD.B10Sn-H2<b>/J	PAM_0000389x626	8	0.15028203277461438	53.23324320478155	4.947722930786199e-12	2.2541825672661922e-08
Both	C57L/J_M	PAM_0000253x213	14	4.686959888293445	2.9870108414982615	5.1652005219383955e-12	2.353265357795133e-08
Strain	129S1/SvImJ	MPATH:270	78	20.14816368597626	3.8713205439307794	5.234876188106537e-12	2.3850095913013382e-08
Both	MRL/MpJ_M	PAM_0002417x127	21	3.6263356303659355	5.790969766877557	5.395640207633723e-12	2.458253678597924e-08
Sex	F	MA:0000141	250	189.59047195285282	1.3186316665859124	5.5788632187893104e-12	2.5417300824804098e-08
Both	KK/HlJ_M	MPATH:811	26	4.117007418308479	6.3152667358278425	5.831615389079447e-12	2.6568839712645962e-08
Strain	KK/HlJ	PAM_0000164x555	16	0.8120697402268972	19.70274128861088	5.93600017923941e-12	2.7044416816614754e-08
Both	LP/J_F	MPATH:590	24	5.468797322572419	4.388533453404862	7.036687424911631e-12	3.205914790789739e-08
Both	LP/J_M	PAM_0000347x662	14	1.2170441231266242	11.503280558172012	7.152615359860159e-12	3.2587315579522886e-08
Strain	BALB/cByJ	MA:0000141	40	15.416889844765082	2.594557034704525	7.47034070839771e-12	3.403487226745996e-08
