Factor	Value	Class	Observed	Expected	Ratio	P-value	AdjP
Both	SJL/J_F	MPATH:218	60	31.723365445573613	1.8913504023694891	1.3593063175391745e-16	8.279534780131112e-13
Both	C57L/J_M	MA:0002417	46	11.724262785813064	3.9234876290611864	1.4411396178977646e-16	8.777981412615284e-13
Strain	KK/HlJ	MPATH:175	90	35.46079882120916	2.5380138911639762	1.4668701514502818e-16	8.934706092483666e-13
Both	KK/HlJ_F	MA:0000383	58	19.838057369607096	2.9236733677793936	1.6596475812495412e-16	1.0108913417390956e-12
Both	BALB/cByJ_M	MPATH:662	10	0.9615595217532384	10.399772217706003	1.7032009912013988e-16	1.037419723740772e-12
Strain	C57BL/10J	MA:0000285	30	5.976290087722414	5.019836647761037	1.710750221927595e-16	1.0420179601760981e-12
Strain	C57BL/10J	MAP_0000285x34	30	5.902702702702703	5.082417582417582	1.710750221927595e-16	1.0420179601760981e-12
Strain	C57BL/10J	PAM_0000285x34	30	5.902702702702703	5.082417582417582	1.710750221927595e-16	1.0420179601760981e-12
Both	BALB/cByJ_F	MPATH:41	26	3.3871670599855053	7.676031190534565	1.731485245037299e-16	1.0546476627522188e-12
Both	SJL/J_F	MPATH:644	28	8.078516160088922	3.4659830400948035	1.765265169042115e-16	1.0752230144635524e-12
Both	PWD/PhJ_F	MPATH:760	20	2.061421602841802	9.702042499423076	1.7931582889979299e-16	1.092212713828639e-12
Both	RIIIS/J_M	PAM_0000358x743	28	3.382791973239495	8.27718648427148	1.9957760727858717e-16	1.2156272059338744e-12
Both	RIIIS/J_M	MAP_0000358x743	28	3.382791973239495	8.27718648427148	1.9957760727858717e-16	1.2156272059338744e-12
Both	RIIIS/J_M	MPATH:743	28	3.382791973239495	8.27718648427148	1.9957760727858717e-16	1.2156272059338744e-12
Strain	MRL/MpJ	MA:0000120	57	11.064937686724575	5.151407230100095	2.005409867665707e-16	1.2214951503951821e-12
Strain	129S1/SvImJ	PAM_0001613x644	26	2.590288388264657	10.037492395747677	2.1358268430409787e-16	1.3009321300962602e-12
Strain	129S1/SvImJ	MAP_0001613x644	26	2.590288388264657	10.037492395747677	2.1358268430409787e-16	1.3009321300962602e-12
Both	A/J_M	MAP_0000165x591	36	12.188330349376288	2.953644918382297	2.2253597947096014e-16	1.3554666509576182e-12
Both	A/J_M	PAM_0000165x591	36	12.188330349376288	2.953644918382297	2.2253597947096014e-16	1.3554666509576182e-12
Both	A/J_F	MPATH:607	92	29.58312362942314	3.1098811995802067	2.584993631362449e-16	1.5745196208628677e-12
Strain	KK/HlJ	PAM_0000412x555	12	0.4955970807602855	24.21321768399249	3.0264498230637943e-16	1.843410587228157e-12
Strain	KK/HlJ	MAP_0000412x555	12	0.4955970807602855	24.21321768399249	3.0264498230637943e-16	1.843410587228157e-12
Both	C57BL/6J_F	MAP_0000154x783	10	0.23653088042049936	42.27777777777778	3.2539484126727676e-16	1.9819799781589826e-12
Both	C57BL/6J_F	PAM_0000154x783	10	0.23653088042049936	42.27777777777778	3.2539484126727676e-16	1.9819799781589826e-12
Both	C57BL/6J_F	MPATH:783	10	0.23653088042049936	42.27777777777778	3.2539484126727676e-16	1.9819799781589826e-12
Strain	C57L/J	PAM_0000253x213	22	9.208827681524468	2.389012017690185	3.2924904999484923e-16	2.0054559635186268e-12
Strain	C57L/J	MAP_0000253x213	22	9.208827681524468	2.389012017690185	3.2924904999484923e-16	2.0054559635186268e-12
Both	BTBR T<+> tf/J_F	MA:0001551	20	1.3970562544826457	14.315815798989675	3.3156296904166807e-16	2.0195500444328e-12
Both	PWD/PhJ_F	MA:0000129	54	21.70510482641717	2.4878939969125087	3.4193459032149467e-16	2.082723589648224e-12
Both	RIIIS/J_F	MA:0000267	54	25.841540068867065	2.089658737679385	3.881738080584147e-16	2.3643666648838037e-12
Both	DBA/2J_F	MPATH:555	38	11.659612571547125	3.2591134368161723	4.0654930974819047e-16	2.476291845676228e-12
Both	SWR/J_M	MPATH:877	30	2.9152262007500895	10.290796642909212	4.237423903906973e-16	2.5810148998697374e-12
Both	A/J_F	MPATH:404	32	5.40892323869899	5.916149774700254	4.733423787770012e-16	2.8831284291307146e-12
Both	KK/HlJ_M	MPATH:555	54	14.627867428498025	3.691583907494072	5.420657463309206e-16	3.3017224609016374e-12
Both	MRL/MpJ_M	MAP_0000124x214	40	11.752097527755826	3.403647723781133	5.452336224091668e-16	3.3210179940942353e-12
Both	MRL/MpJ_M	PAM_0000124x214	40	11.752097527755826	3.403647723781133	5.452336224091668e-16	3.3210179940942353e-12
Both	PWD/PhJ_F	MA:0000589	54	23.31882972004474	2.315725130647611	5.847283611886967e-16	3.5615804480003516e-12
Strain	C57L/J	MPATH:647	116	63.07187403736299	1.8391716081130403	5.997566113667186e-16	3.653117519834683e-12
Both	129S1/SvImJ_M	PAM_0001247x270	32	3.4499852406636	9.2754019996459	6.387636380526117e-16	3.8907093193784584e-12
Both	129S1/SvImJ_M	MAP_0001247x270	32	3.4499852406636	9.2754019996459	6.387636380526117e-16	3.8907093193784584e-12
Both	CBA/J_M	MAP_0000358x353	24	2.31223745532811	10.379556798847187	6.45596818036094e-16	3.9323302186578485e-12
Both	CBA/J_M	MPATH:353	24	2.31223745532811	10.379556798847187	6.45596818036094e-16	3.9323302186578485e-12
Both	CBA/J_M	PAM_0000358x353	24	2.31223745532811	10.379556798847187	6.45596818036094e-16	3.9323302186578485e-12
Both	SJL/J_F	MPATH:530	10	0.37938523807109964	26.358432001315574	6.852934493100108e-16	4.1741223997472755e-12
Strain	C57L/J	MPATH:676	116	63.51996406190286	1.8261975067705194	7.069755032179044e-16	4.306187790100255e-12
Both	129S1/SvImJ_F	MPATH:585	32	3.24623570528498	9.857571324196494	7.292460755133211e-16	4.441837845951639e-12
Both	129S1/SvImJ_F	MAP_0000415x585	32	3.24623570528498	9.857571324196494	7.292460755133211e-16	4.441837845951639e-12
Both	129S1/SvImJ_F	PAM_0000415x585	32	3.24623570528498	9.857571324196494	7.292460755133211e-16	4.441837845951639e-12
Both	MRL/MpJ_F	PAM_0000116x696	54	22.354313300577196	2.415641190758729	7.642471109490593e-16	4.6550291527907205e-12
Both	MRL/MpJ_F	MPATH:696	54	22.354313300577196	2.415641190758729	7.642471109490593e-16	4.6550291527907205e-12
Both	MRL/MpJ_F	MAP_0000116x696	54	22.354313300577196	2.415641190758729	7.642471109490593e-16	4.6550291527907205e-12
Strain	C57BLKS/J	PAM_0000349x667	60	20.39660237722447	2.9416664055283057	8.450705474390626e-16	5.14732470445133e-12
Strain	C57BLKS/J	MAP_0000349x667	60	20.39660237722447	2.9416664055283057	8.450705474390626e-16	5.14732470445133e-12
Both	PWD/PhJ_F	MA:0000573	54	23.791285552427574	2.26973863522436	8.689942364928792e-16	5.293043894478127e-12
Sex	F	MPATH:760	110	60.57438868894201	1.8159489906677464	9.000415213667331e-16	5.4821529066447714e-12
Both	BTBR T<+> tf/J_F	MA:0000544	52	17.85338622174583	2.912612730948643	9.24841758518017e-16	5.633211151133242e-12
Both	129S1/SvImJ_M	PAM_0002417x591	26	10.440895997632605	2.490207737525142	9.526885542385895e-16	5.8028259838672485e-12
Both	129S1/SvImJ_M	MAP_0002417x591	26	10.440895997632605	2.490207737525142	9.526885542385895e-16	5.8028259838672485e-12
Both	C57BL/10J_M	MA:0001876	36	5.925299835137352	6.075641908704439	1.0202650680921212e-15	6.21443452974911e-12
Both	MRL/MpJ_F	MA:0002420	74	27.477447589953	2.693117683429146	1.03495707501817e-15	6.303923543935673e-12
Both	CBA/J_M	MPATH:352	24	2.554842894302531	9.393924007429808	1.097174537007027e-15	6.682890104909802e-12
Strain	C57BLKS/J	MA:0000349	74	24.0552459016451	3.0762520700293177	1.1025085638964472e-15	6.71537966269326e-12
Strain	129S1/SvImJ	MPATH:607	78	36.95556796536532	2.110642706752645	1.1986316782164015e-15	7.300865552016101e-12
Both	129S1/SvImJ_F	MA:0001459	30	6.850409195268567	4.379300439559197	1.2491788265778091e-15	7.608748232685436e-12
Both	C57BL/10J_M	MA:0001878	36	6.330067436273934	5.687143203831439	1.3889050317171143e-15	8.459820548188943e-12
Strain	SJL/J	MPATH:530	12	0.45314419181383236	26.481637008226343	1.7269184962916664e-15	1.051866056091254e-11
Strain	KK/HlJ	MA:0000412	12	0.7000928487493486	17.14058359749981	1.9985145217734936e-15	1.217295195212235e-11
Both	C57BL/6J_F	MA:0001876	18	5.974648297291079	3.0127296376861623	2.176563956750549e-15	1.3257451060567594e-11
Both	MRL/MpJ_M	MPATH:613	52	17.681037725201076	2.941003848766384	2.2598156011317118e-15	1.3764536826493257e-11
Strain	PWD/PhJ	MPATH:352	28	4.938272095699657	5.6699994365201025	2.466502492909434e-15	1.502346668431136e-11
Both	SWR/J_F	MPATH:26	12	0.7996482349375817	15.00659849632093	2.485654631282782e-15	1.5140122359143425e-11
Both	SWR/J_F	MPATH:697	12	0.6923955816908631	17.331133122911364	2.485654631282782e-15	1.5140122359143425e-11
Both	KK/HlJ_F	MPATH:613	46	15.474192169606848	2.9726915302466947	3.013087468175616e-15	1.8352715768657675e-11
Both	C57L/J_F	MA:0002420	48	15.383204117565043	3.1202862312144735	3.877700677889769e-15	2.3619074829026586e-11
Strain	NOD.B10Sn-H2<b>/J	PAM_0000110x800	18	4.209251116224215	4.276295118297996	3.967274148068135e-15	2.416466683588301e-11
Strain	NOD.B10Sn-H2<b>/J	MAP_0000110x800	18	4.209251116224215	4.276295118297996	3.967274148068135e-15	2.416466683588301e-11
Both	BTBR T<+> tf/J_F	MA:0000543	52	19.722796498522644	2.6365429468328747	4.0086135411202855e-15	2.441646507896366e-11
Strain	RIIIS/J	MA:0001247	86	45.889455967312294	1.8740688506148124	4.0280240452803505e-15	2.4534694459802616e-11
Both	MRL/MpJ_F	MA:0000129	78	35.92318654687629	2.1712995838556117	4.1345447225287996e-15	2.518351190492292e-11
Strain	C3H/HeJ	MA:0000118	46	6.060280270366172	7.590408025340486	4.5365891503585696e-15	2.7632364514834047e-11
Strain	PWD/PhJ	MPATH:637	40	6.147396910083832	6.506819160218259	4.589271171053312e-15	2.7953250702885723e-11
Strain	PWD/PhJ	PAM_0000384x637	20	2.4036036036036035	8.320839580209896	4.589271171053312e-15	2.7953250702885723e-11
Strain	PWD/PhJ	MAP_0000384x637	20	2.4036036036036035	8.320839580209896	4.589271171053312e-15	2.7953250702885723e-11
Both	129S1/SvImJ_M	MPATH:591	28	16.274168927112694	1.7205179647208972	4.8240272488912324e-15	2.93831499729965e-11
Both	C57L/J_M	MPATH:591	46	13.686589062381495	3.3609542735840643	4.8240272488912324e-15	2.93831499729965e-11
Strain	KK/HlJ	MAP_0001296x474	12	0.5625114541619063	21.332898932483015	5.364131892172541e-15	3.267292735522295e-11
Strain	KK/HlJ	PAM_0001296x474	12	0.5625114541619063	21.332898932483015	5.364131892172541e-15	3.267292735522295e-11
Strain	NOD.B10Sn-H2<b>/J	MAP_0000124x214	68	18.878497060796626	3.6019816503936553	6.364673722264845e-15	3.876722764231517e-11
Strain	NOD.B10Sn-H2<b>/J	PAM_0000124x214	68	18.878497060796626	3.6019816503936553	6.364673722264845e-15	3.876722764231517e-11
Both	KK/HlJ_F	MA:0001296	12	0.6854589359711076	17.50651916587722	6.4227068974685765e-15	3.9120707712481097e-11
Both	MRL/MpJ_F	PAM_0000124x181	16	1.4759242817061478	10.8406645234566	6.6831223466108e-15	4.0706898213206385e-11
Both	MRL/MpJ_F	MAP_0000124x181	16	1.4759242817061478	10.8406645234566	6.6831223466108e-15	4.0706898213206385e-11
Both	MRL/MpJ_F	MA:0000589	78	37.887935567724384	2.058702825351242	6.814108064650836e-15	4.1504732221788245e-11
Both	WSB/EiJ_F	MAP_0001459x590	32	4.671615503953089	6.849878799512036	7.648401588337242e-15	4.658641407456214e-11
Both	WSB/EiJ_F	PAM_0001459x590	32	4.671615503953089	6.849878799512036	7.648401588337242e-15	4.658641407456214e-11
Both	129S1/SvImJ_F	MPATH:877	32	4.052729616580087	7.895912885252715	7.707804288370966e-15	4.694823592046755e-11
Both	MRL/MpJ_F	MA:0000573	82	38.964200036063154	2.1044959199497293	9.854636397287633e-15	6.002459029587897e-11
Both	C57L/J_M	MPATH:555	44	15.495519804577462	2.839530429111656	9.892322569604345e-15	6.025413677146007e-11
Both	MRL/MpJ_F	PAM_0000124x214	62	14.443342994788267	4.292635023787226	9.98995985559735e-15	6.084884548044346e-11
Both	MRL/MpJ_F	MAP_0000124x214	62	14.443342994788267	4.292635023787226	9.98995985559735e-15	6.084884548044346e-11
Strain	RIIIS/J	MPATH:613	68	40.354954540435926	1.685047121831436	1.1968841984352343e-14	7.290221652669012e-11
Both	WSB/EiJ_F	MPATH:589	32	4.928936326259074	6.492272953399484	1.2497952540029568e-14	7.61250289213201e-11
Both	WSB/EiJ_F	MPATH:590	32	4.768698937535039	6.710425719712333	1.2497952540029568e-14	7.61250289213201e-11
Sex	F	MAP_0000377x474	118	71.87803047687987	1.6416699124491958	1.384644534570626e-14	8.433869860069683e-11
Sex	F	PAM_0000377x474	118	71.87803047687987	1.6416699124491958	1.384644534570626e-14	8.433869860069683e-11
Sex	M	MPATH:622	186	125.89823745813443	1.4773836691864055	1.408968805805251e-14	8.582028996159784e-11
Both	C57BL/10J_F	MPATH:513	32	6.446883366675769	4.963638735176977	1.4584487298679528e-14	8.8834112136257e-11
Both	MRL/MpJ_M	PAM_0000124x134	21	2.306253163561796	9.105678566340666	1.8244726113119218e-14	1.1112862675500916e-10
Both	MRL/MpJ_M	MAP_0000124x134	21	2.306253163561796	9.105678566340666	1.8244726113119218e-14	1.1112862675500916e-10
Both	C57BL/6J_F	MA:0001878	18	6.372719561332078	2.824539794473161	1.9613963754576762e-14	1.1946865322912706e-10
Strain	RIIIS/J	MPATH:622	48	10.153400030850051	4.727480435534598	2.0309427550597238e-14	1.2370472321068778e-10
Both	MRL/MpJ_M	PAM_0000127x214	16	1.9362986830203557	8.263187978335157	2.1395647739525213e-14	1.3032089038144806e-10
Both	MRL/MpJ_M	MAP_0000127x214	16	1.9362986830203557	8.263187978335157	2.1395647739525213e-14	1.3032089038144806e-10
Strain	NZO/H1LtJ	PAM_0002417x591	36	9.22998644698423	3.9003307541976406	2.209699234894053e-14	1.3459278039739677e-10
Strain	NZO/H1LtJ	MAP_0002417x591	36	9.22998644698423	3.9003307541976406	2.209699234894053e-14	1.3459278039739677e-10
Both	129S1/SvImJ_M	MA:0001247	74	28.39423120192216	2.6061631841256028	2.3794599235565987e-14	1.4493290394383243e-10
Both	MRL/MpJ_M	MA:0001247	52	20.20605251878799	2.5734863329514446	2.3794599235565987e-14	1.4493290394383243e-10
Strain	C57L/J	MAP_0000179x555	18	1.9855855855855855	9.065335753176043	2.5003523238034017e-14	1.522964600428652e-10
Strain	C57L/J	PAM_0000179x555	18	1.9855855855855855	9.065335753176043	2.5003523238034017e-14	1.522964600428652e-10
Strain	C57L/J	MA:0000179	18	1.9855855855855855	9.065335753176043	2.5003523238034017e-14	1.522964600428652e-10
Both	129S1/SvImJ_F	PAM_0001613x644	14	1.1986970051035373	11.679348442845866	2.5145823710679204e-14	1.5316321222174702e-10
Both	129S1/SvImJ_F	MAP_0001613x644	14	1.1986970051035373	11.679348442845866	2.5145823710679204e-14	1.5316321222174702e-10
Strain	NOD.B10Sn-H2<b>/J	MPATH:800	18	4.270512377485476	4.214950902589023	2.5929521199087446e-14	1.5793671362364164e-10
Sex	M	MA:0002564	1422	1322.5151453299038	1.0752239813822921	2.7526536728952362e-14	1.6766413521604883e-10
Both	KK/HlJ_F	MA:0002420	46	13.023317687268221	3.5321260760589634	2.951351056469855e-14	1.7976679284957885e-10
Strain	SWR/J	MAP_0000154x697	12	0.7519936380462706	15.957581810368497	2.951497086605943e-14	1.79775687545168e-10
Strain	SWR/J	PAM_0000154x697	12	0.7519936380462706	15.957581810368497	2.951497086605943e-14	1.79775687545168e-10
Strain	RIIIS/J	MA:0000267	86	47.47275145470711	1.8115655268486184	3.008998338261961e-14	1.8327808878353605e-10
Strain	BALB/cByJ	MPATH:726	14	2.3701170282062987	5.906881319946965	3.207123453398345e-14	1.9534588954649318e-10
Both	MRL/MpJ_F	MA:0000116	54	25.22524787623108	2.1407123634603575	3.2582770389318626e-14	1.9846165444133975e-10
Both	PWD/PhJ_M	MPATH:44	14	1.661654042630191	8.425339836588215	3.483626538379883e-14	2.121876924527187e-10
Both	KK/HlJ_F	MA:0001752	58	19.14264653939105	3.0298840800643574	3.650923838365543e-14	2.2237777099484524e-10
Strain	FVB/NJ	MA:0000276	28	8.363496527015558	3.347882062191943	3.6652780654975904e-14	2.2325208696945824e-10
Both	C57BL/6J_F	MPATH:196	10	0.729361194211052	13.710627984282837	3.7612935874234864e-14	2.2910039240996455e-10
Strain	FVB/NJ	PAM_0000116x43	26	3.7824222363182107	6.873902059466597	3.851145080717214e-14	2.345732468664855e-10
Strain	FVB/NJ	MAP_0000116x43	26	3.7824222363182107	6.873902059466597	3.851145080717214e-14	2.345732468664855e-10
Sex	F	MAP_0000145x759	96	51.65231065728069	1.858580938168896	3.9206429844379683e-14	2.3880636418211665e-10
Sex	F	MPATH:759	96	51.65231065728069	1.858580938168896	3.9206429844379683e-14	2.3880636418211665e-10
Sex	F	PAM_0000145x759	96	51.65231065728069	1.858580938168896	3.9206429844379683e-14	2.3880636418211665e-10
Strain	CBA/J	MAP_0000141x793	14	1.761857848989805	7.946157522314964	4.6409378632473926e-14	2.826795252503987e-10
Strain	CBA/J	PAM_0000141x793	14	1.761857848989805	7.946157522314964	4.6409378632473926e-14	2.826795252503987e-10
Strain	CBA/J	MPATH:793	14	1.761857848989805	7.946157522314964	4.6409378632473926e-14	2.826795252503987e-10
Both	129S1/SvImJ_M	MPATH:607	56	20.496705574898023	2.7321463830061683	4.7667195261761473e-14	2.903408863393891e-10
Both	C57L/J_M	MPATH:607	46	16.58164154944824	2.7741523577640397	4.7667195261761473e-14	2.903408863393891e-10
Both	KK/HlJ_F	MA:0000544	58	19.246715391423106	3.013501203735079	4.824047162394345e-14	2.9383271266143954e-10
Both	KK/HlJ_F	PAM_0000284x213	14	1.982470414511359	7.061896055306698	5.0150581165646486e-14	3.0546718987995275e-10
Both	KK/HlJ_F	MAP_0000284x213	14	1.982470414511359	7.061896055306698	5.0150581165646486e-14	3.0546718987995275e-10
Both	KK/HlJ_M	MPATH:492	48	16.77578014580466	2.8612678267605927	5.152035006595019e-14	3.138104522517026e-10
Both	KK/HlJ_M	PAM_0000368x492	48	16.750554920579436	2.8655767064187256	5.152035006595019e-14	3.138104522517026e-10
Both	KK/HlJ_M	MAP_0000368x492	48	16.750554920579436	2.8655767064187256	5.152035006595019e-14	3.138104522517026e-10
Strain	RIIIS/J	MAP_0001324x268	10	0.46846846846846846	21.346153846153847	6.317112644289543e-14	3.8477533116367605e-10
Strain	RIIIS/J	PAM_0001324x268	10	0.46846846846846846	21.346153846153847	6.317112644289543e-14	3.8477533116367605e-10
Strain	KK/HlJ	PAM_0000129x820	10	0.43623920656561604	22.9232032552211	6.58653140132905e-14	4.0118562765495243e-10
Strain	KK/HlJ	MPATH:820	10	0.43623920656561604	22.9232032552211	6.58653140132905e-14	4.0118562765495243e-10
Strain	KK/HlJ	MAP_0000129x820	10	0.43623920656561604	22.9232032552211	6.58653140132905e-14	4.0118562765495243e-10
Both	MRL/MpJ_F	MAP_0000120x214	30	3.3184918519083704	9.040251216150448	7.102771879562463e-14	4.326298351841496e-10
Both	MRL/MpJ_F	PAM_0000120x214	30	3.3184918519083704	9.040251216150448	7.102771879562463e-14	4.326298351841496e-10
Both	C57L/J_M	MAP_0000253x181	16	1.4247358609228242	11.230151804866162	7.367793763727437e-14	4.487723181486382e-10
Both	C57L/J_M	PAM_0000253x181	16	1.4247358609228242	11.230151804866162	7.367793763727437e-14	4.487723181486382e-10
Sex	M	PAM_0000401x474	88	43.32746662445598	2.031044204886164	7.488991367057161e-14	4.5615446416745167e-10
Sex	M	MAP_0000401x474	88	43.32746662445598	2.031044204886164	7.488991367057161e-14	4.5615446416745167e-10
Strain	C57L/J	MAP_0000253x181	22	2.7451917742422585	8.01401206517623	7.77413787004446e-14	4.73522737664408e-10
Strain	C57L/J	PAM_0000253x181	22	2.7451917742422585	8.01401206517623	7.77413787004446e-14	4.73522737664408e-10
Strain	KK/HlJ	MAP_0000116x43	24	4.14098984841244	5.795715729465274	8.105865227575706e-14	4.937282510116363e-10
Strain	KK/HlJ	PAM_0000116x43	24	4.14098984841244	5.795715729465274	8.105865227575706e-14	4.937282510116363e-10
Both	NON/ShiLtJ_F	PAM_0001247x613	34	11.257365780056134	3.0202447592344703	8.114385306311756e-14	4.94247209007449e-10
Both	NON/ShiLtJ_F	MAP_0001247x613	34	11.257365780056134	3.0202447592344703	8.114385306311756e-14	4.94247209007449e-10
Strain	NON/ShiLtJ	MAP_0002703x213	22	1.3663962140782817	16.100747186891436	8.459138983455436e-14	5.152461554822706e-10
Strain	NON/ShiLtJ	PAM_0002703x213	22	1.3663962140782817	16.100747186891436	8.459138983455436e-14	5.152461554822706e-10
Strain	C3H/HeJ	MA:0002563	96	57.03927576921646	1.6830508225318364	8.47262347181852e-14	5.16067495668466e-10
Strain	SM/J	MAP_0000368x492	88	42.39422778740949	2.07575428525991	8.542759128130495e-14	5.203394584944285e-10
Strain	SM/J	PAM_0000368x492	88	42.39422778740949	2.07575428525991	8.542759128130495e-14	5.203394584944285e-10
Strain	LP/J	PAM_0000347x662	16	2.0042435647765195	7.983061680322301	8.895796569959286e-14	5.418429690762202e-10
Strain	LP/J	MAP_0000347x662	16	2.0042435647765195	7.983061680322301	8.895796569959286e-14	5.418429690762202e-10
Strain	129S1/SvImJ	MA:0001247	106	47.6357262849361	2.225220612066547	9.131848920708285e-14	5.562209177603416e-10
Strain	C3H/HeJ	MA:0000253	54	20.24635318278775	2.667146992472086	9.289641056247077e-14	5.658320367360094e-10
Both	MRL/MpJ_M	MA:0000267	52	20.946826110356838	2.4824763296378056	9.380531017373959e-14	5.713681442682479e-10
Both	129S1/SvImJ_M	MA:0000267	74	29.366041765180803	2.5199174131714783	9.380531017373959e-14	5.713681442682479e-10
Both	A/J_F	MPATH:555	48	26.369989632073143	1.8202510000845367	9.895937939156491e-14	6.027615798740218e-10
Strain	SM/J	MPATH:492	88	42.48071427389598	2.071528257096073	1.0256596163212941e-13	6.247292723013002e-10
Strain	BTBR T<+> tf/J	MPATH:493	20	3.0306876515870615	6.599162401155633	1.0769455389233732e-13	6.559675277582266e-10
Strain	BTBR T<+> tf/J	MAP_0000368x493	20	3.0306876515870615	6.599162401155633	1.0769455389233732e-13	6.559675277582266e-10
Strain	BTBR T<+> tf/J	PAM_0000368x493	20	3.0306876515870615	6.599162401155633	1.0769455389233732e-13	6.559675277582266e-10
Strain	MRL/MpJ	MPATH:214	130	90.87179864408017	1.430586848062447	1.102177065018305e-13	6.713360503026495e-10
Both	KK/HlJ_F	MPATH:738	30	9.34729076643535	3.209486122730372	1.2746119235793798e-13	7.763661226522002e-10
Strain	C3H/HeJ	MA:0000276	34	11.056954415588416	3.074987806051349	1.3013976153522125e-13	7.926812875110326e-10
Both	129S1/SvImJ_M	MPATH:743	22	3.876881314806581	5.6746643019422915	1.3020936045897369e-13	7.931052145556087e-10
Both	129S1/SvImJ_M	MAP_0000358x743	22	3.876881314806581	5.6746643019422915	1.3020936045897369e-13	7.931052145556087e-10
Both	129S1/SvImJ_M	PAM_0000358x743	22	3.876881314806581	5.6746643019422915	1.3020936045897369e-13	7.931052145556087e-10
Both	C57BR/cdJ_M	MAP_0000253x555	20	4.76173709748929	4.200147885221416	1.3149684714021826e-13	8.009472959310694e-10
Both	C57BR/cdJ_M	PAM_0000253x555	20	4.76173709748929	4.200147885221416	1.3149684714021826e-13	8.009472959310694e-10
Both	129S1/SvImJ_M	MA:0002417	26	13.30102649314057	1.9547363516198075	1.3560751873811468e-13	8.259853966338565e-10
Strain	SWR/J	MA:0000415	66	18.749143742447103	3.5201607554258265	1.4784232646290903e-13	9.005076104855789e-10
Both	LP/J_F	MPATH:738	34	10.721329628095283	3.17124845326114	1.6149585217240757e-13	9.836712355821346e-10
Both	KK/HlJ_F	MA:0000543	58	21.306379784874448	2.722189343549326	1.6318784684398931e-13	9.93977175126739e-10
Strain	BUB/BnJ	MPATH:195	14	2.4005361627980624	5.832030450931268	1.732793068788138e-13	1.055444258198855e-09
Strain	A/J	PAM_0000072x181	24	4.833158852438498	4.965696500517702	1.8056753288381322e-13	1.0998368427953063e-09
Strain	A/J	MAP_0000072x181	24	4.833158852438498	4.965696500517702	1.8056753288381322e-13	1.0998368427953063e-09
Strain	129S1/SvImJ	MA:0000267	106	49.26692460288814	2.151544892529907	1.9073153774006564e-13	1.1617457963747399e-09
Sex	F	MA:0000529	1653	1576.7499985566399	1.0483589671876705	2.2193033485766702e-13	1.3517776696180498e-09
Both	A/J_F	MAP_0000072x811	18	2.4047462147650482	7.485197352419436	2.271010053224451e-13	1.383272223419013e-09
Both	A/J_F	PAM_0000072x811	18	2.4047462147650482	7.485197352419436	2.271010053224451e-13	1.383272223419013e-09
Both	BTBR T<+> tf/J_F	MA:0001752	50	17.72829240256528	2.8203505935385524	2.2747387867165103e-13	1.3855433949890265e-09
Strain	NZO/H1LtJ	MPATH:591	40	12.975121221347294	3.082822835920028	2.3788801340832986e-13	1.4489758896701371e-09
Sex	F	MPATH:613	652	526.1904606232405	1.2390950592828038	2.393064404330408e-13	1.4576155286776516e-09
Strain	LP/J	MPATH:611	16	2.622986140977851	6.0999178569945425	2.486097865429372e-13	1.5142822098330305e-09
Strain	LP/J	MPATH:662	16	2.4283915463832564	6.588723315162961	2.486097865429372e-13	1.5142822098330305e-09
Both	NOD.B10Sn-H2<b>/J_F	PAM_0001247x474	16	7.662941777605835	2.087970973074383	2.64569307815931e-13	1.6114916539068358e-09
Both	NOD.B10Sn-H2<b>/J_F	MAP_0001247x474	16	7.662941777605835	2.087970973074383	2.64569307815931e-13	1.6114916539068358e-09
Both	C57BR/cdJ_F	PAM_0000176x270	12	0.7728606945224157	15.52673086501743	2.876346057312805e-13	1.7519823835092296e-09
Both	C57BR/cdJ_F	MA:0000176	12	0.8322078755313177	14.41947421170303	2.876346057312805e-13	1.7519823835092296e-09
Both	C57BR/cdJ_F	MAP_0000176x270	12	0.7728606945224157	15.52673086501743	2.876346057312805e-13	1.7519823835092296e-09
Both	C57BL/10J_F	MAP_0001876x127	18	1.0209359158149796	17.630881352265085	2.916940705242881e-13	1.7767085835634387e-09
Both	C57BL/10J_F	PAM_0001876x127	18	1.0209359158149796	17.630881352265085	2.916940705242881e-13	1.7767085835634387e-09
Both	KK/HlJ_M	MPATH:197	50	18.540436507797395	2.6968081349633772	2.9426011922129354e-13	1.792338386176899e-09
Both	129S1/SvImJ_M	MAP_0001247x613	38	12.357076456313365	3.075161032979236	2.9675995751397076e-13	1.807564901217596e-09
Both	129S1/SvImJ_M	PAM_0001247x613	38	12.357076456313365	3.075161032979236	2.9675995751397076e-13	1.807564901217596e-09
Strain	BUB/BnJ	MA:0001520	20	4.837433407781654	4.134423838853749	3.2084857804422123e-13	1.9542886888673516e-09
Strain	BUB/BnJ	MA:0001610	20	4.819629253478983	4.149696781254134	3.2084857804422123e-13	1.9542886888673516e-09
Strain	C3H/HeJ	PAM_0000116x696	70	27.55109156033288	2.5407341791416935	3.3225084036128943e-13	2.0237398686406138e-09
Strain	C3H/HeJ	MPATH:696	70	27.55109156033288	2.5407341791416935	3.3225084036128943e-13	2.0237398686406138e-09
Strain	C3H/HeJ	MAP_0000116x696	70	27.55109156033288	2.5407341791416935	3.3225084036128943e-13	2.0237398686406138e-09
